序号,发布日期,发布时间（页面时区）,视频标题,视频链接,视频ID
753,2023-07-20,22:09:33-07:00,比特幣，反彈太弱！空頭偷跑？美股遇阻，Tesla利好卻暴跌？,https://www.youtube.com/watch?v=SU-3CE4AZYM,SU-3CE4AZYM
754,2023-07-20,00:05:49-07:00,BTC，一點微小的反彈,https://www.youtube.com/watch?v=n_Mr3vHWKc8,n_Mr3vHWKc8
755,2023-07-18,23:04:46-07:00,比特幣，跌到位了？彈來彈去，反復獵殺！,https://www.youtube.com/watch?v=9qeS0AddXb8,9qeS0AddXb8
756,2023-07-17,21:38:52-07:00,BTC，追個空？下沿試探，小反彈有沒有？,https://www.youtube.com/watch?v=NOPrz2ZWPTQ,NOPrz2ZWPTQ
757,2023-07-14,23:27:57-07:00,比特幣跌$2000！沒啥利空，怎麼就砸盤了？,https://www.youtube.com/watch?v=YFoa-SnIQi8,YFoa-SnIQi8
758,2023-07-13,21:49:09-07:00,比特幣，再創小新高！XRP真利好，一天翻倍！但BTC卻跌回？,https://www.youtube.com/watch?v=5ycFRTUsblI,5ycFRTUsblI
759,2023-07-12,22:36:38-07:00,美股瘋漲，BTC緩跌！出了問題？要去哪？,https://www.youtube.com/watch?v=o9nxsu4q8iw,o9nxsu4q8iw
760,2023-07-12,00:51:03-07:00,不跌反升！Coinbase大漲10%，BTC也漲點？,https://www.youtube.com/watch?v=laa38qR7i4o,laa38qR7i4o
761,2023-07-11,00:32:11-07:00,BTC回抽31000！上下畫門，只為補缺口？,https://www.youtube.com/watch?v=zVCWmJgaF3Q,zVCWmJgaF3Q
762,2023-07-06,22:14:37-07:00,比特幣，那事發生了……小心！,https://www.youtube.com/watch?v=5w5wtw3d9KQ,5w5wtw3d9KQ
763,2023-07-05,21:42:40-07:00,BTC不破前高，頹？！一部電影教我的交易原則！Q&A,https://www.youtube.com/watch?v=mViStKlppUo,mViStKlppUo
764,2023-07-03,20:53:47-07:00,比特幣，再測31500！Coinbase暴漲，BTC跟隨！ETH呢？,https://www.youtube.com/watch?v=ZNwr_pa4DLU,ZNwr_pa4DLU
765,2023-06-30,20:17:36-07:00,BTC天地針！ETF未通過？新聞是怎麼成為新聞的！,https://www.youtube.com/watch?v=HyfKTAmTCLQ,HyfKTAmTCLQ
766,2023-06-29,23:06:55-07:00,BTC再上31K，創新高？！再突破？小心了！,https://www.youtube.com/watch?v=VFmeDcib06g,VFmeDcib06g
767,2023-06-28,23:43:59-07:00,比特幣，跌到位了嗎？忍不住想追空？,https://www.youtube.com/watch?v=uKrEiwhKpUY,uKrEiwhKpUY
768,2023-06-26,23:49:19-07:00,BTC，邊界清晰！小區間的完美交易！有無反彈？,https://www.youtube.com/watch?v=JGPTwtszsIo,JGPTwtszsIo
769,2023-06-25,23:19:27-07:00,比特幣，31000難上去？周線很強，但初現頹勢！,https://www.youtube.com/watch?v=Ap0_kVZkaTQ,Ap0_kVZkaTQ
770,2023-06-23,16:36:26-07:00,比特幣，31400新高！繼續漲？！假突破後，掉頭向下？,https://www.youtube.com/watch?v=AoSWPpot0J8,AoSWPpot0J8
771,2023-06-22,20:33:24-07:00,比特幣，休息後再漲？中繼形態？迫不及待做空？,https://www.youtube.com/watch?v=F2FUSmWrbiw,F2FUSmWrbiw
772,2023-06-21,19:54:14-07:00,比特幣30000！新高一步之遙，到不到？之後呢……,https://www.youtube.com/watch?v=7ePibw4hbpw,7ePibw4hbpw
773,2023-06-20,21:06:48-07:00,比特幣29000！突破就暴漲！漲勢很好，卻打算止盈？,https://www.youtube.com/watch?v=uhvz6rzUZGk,uhvz6rzUZGk
774,2023-06-19,21:21:40-07:00,BTC周線還行！趨勢線…突破就爆發？,https://www.youtube.com/watch?v=yAoo-GwgQp8,yAoo-GwgQp8
775,2023-06-17,02:29:58-07:00,BTC重回26K，完美25200回踩，就這樣走了？留意這趨勢線！,https://www.youtube.com/watch?v=kdN8AIx_dbE,kdN8AIx_dbE
776,2023-06-15,23:56:34-07:00,比特幣，25K撐住！反彈苗頭？,https://www.youtube.com/watch?v=4YxJDaHt1YU,4YxJDaHt1YU
777,2023-06-14,23:48:27-07:00,比特幣，25K沒撐住？這要跌到哪去？,https://www.youtube.com/watch?v=gootHCuH2Vw,gootHCuH2Vw
778,2023-06-13,19:35:25-07:00,比特幣，上攻受挫？留意回踩！特斯拉暴漲…到何時？,https://www.youtube.com/watch?v=fwqI9RELVYQ,fwqI9RELVYQ
779,2023-06-12,20:46:42-07:00,BTC周線，真那麼弱？負面消息滿天飛，前低卻未跌破！,https://www.youtube.com/watch?v=OHd3D85I1c8,OHd3D85I1c8
780,2023-06-10,03:41:57-07:00,BTC閃崩！幣安退出美國？關停美元交易！山寨狂跌，因robinhood砸盤？,https://www.youtube.com/watch?v=UqX0wxUb628,UqX0wxUb628
781,2023-06-09,02:04:21-07:00,比特幣，0.618撐住？等前高，雖然未必會到,https://www.youtube.com/watch?v=2KeXmM9TfPg,2KeXmM9TfPg
782,2023-06-08,01:46:23-07:00,BTC掉頭向下！受阻0.618，支撐也0.618？,https://www.youtube.com/watch?v=GGL5nwHW-7E,GGL5nwHW-7E
783,2023-06-07,00:27:20-07:00,BTC反彈2000！假新聞誘空，這次去更高？,https://www.youtube.com/watch?v=D5odGEQyKes,D5odGEQyKes
784,2023-06-06,01:11:48-07:00,比特幣，回踩25200？看漲？看跌？,https://www.youtube.com/watch?v=mvEwFDtV3F8,mvEwFDtV3F8
785,2023-06-05,00:43:07-07:00,比特幣，周線更新！同一時間，同樣假突破！,https://www.youtube.com/watch?v=GMrCTliaLag,GMrCTliaLag
786,2023-06-03,00:50:30-07:00,BTC看漲吞沒？反彈到多少？神奇OB是什麼，回答觀眾提問！,https://www.youtube.com/watch?v=_biTZfgmgwY,_biTZfgmgwY
787,2023-06-02,00:53:10-07:00,BTC小反彈！跌破收回，就此反轉？給你看訂單墻！,https://www.youtube.com/watch?v=GUCLa8OUiD0,GUCLa8OUiD0
788,2023-06-01,00:08:31-07:00,BTC，依然等反彈？破前低更好？五月就這樣盤過去了！,https://www.youtube.com/watch?v=bF4W0MhWFjA,bF4W0MhWFjA
789,2023-05-31,01:47:51-07:00,比特幣，假突破後，急跌！缺口能否撐住？,https://www.youtube.com/watch?v=uuqyLZ3IEMQ,uuqyLZ3IEMQ
790,2023-05-30,01:40:05-07:00,比特幣，周線強勢！死貓反彈，或創新高？,https://www.youtube.com/watch?v=exeT4IZzrJg,exeT4IZzrJg
791,2023-05-27,02:16:30-07:00,比特幣：打算做多？再看看。打算做空？再想想！,https://www.youtube.com/watch?v=B_cdZlk0JdQ,B_cdZlk0JdQ
792,2023-05-25,22:45:41-07:00,BTC超清晰，支撐阻力互換位！有人在阻力位做多？,https://www.youtube.com/watch?v=Encd-8s2Fa4,Encd-8s2Fa4
793,2023-05-24,23:18:30-07:00,比特幣，撐不住了？跌破重要價位，卻不追空？,https://www.youtube.com/watch?v=gO0RVnmZcw4,gO0RVnmZcw4
794,2023-05-24,00:24:28-07:00,BTC還在盤整！但美股ES假突破已確認？,https://www.youtube.com/watch?v=0PzPHZeov0E,0PzPHZeov0E
795,2023-05-22,23:24:17-07:00,BTC活過來了？披薩日上漲！高拋低吸，但為何暫不做空？,https://www.youtube.com/watch?v=7OKQ9t6qNKM,7OKQ9t6qNKM
796,2023-05-21,22:55:09-07:00,BTC周線更新！盤整夠久了，何時出方向？,https://www.youtube.com/watch?v=mRwNnexFqMA,mRwNnexFqMA
797,2023-05-20,00:38:19-07:00,美股期貨ES假突破，比特幣BTC是福是禍？,https://www.youtube.com/watch?v=RGdvB7U1r7Y,RGdvB7U1r7Y
798,2023-05-19,00:07:00-07:00,美股暴拉，帶BTC一把！？仍看漲，除非ES假突破……,https://www.youtube.com/watch?v=ccyeHKaeqAE,ccyeHKaeqAE
799,2023-05-17,21:46:36-07:00,BTC誘空反彈，漲到哪？美股超強勢，跟隨嗎？,https://www.youtube.com/watch?v=uga5pIbv9J0,uga5pIbv9J0
800,2023-05-16,23:33:27-07:00,BTC極小波動！暴風雨前的寧靜？頭肩頂跌破，且回抽無力？！,https://www.youtube.com/watch?v=xkNau08OACc,xkNau08OACc
801,2023-05-15,23:23:38-07:00,比特幣，反彈結束？別急，事情是這樣的……,https://www.youtube.com/watch?v=UfzkN-UzlYw,UfzkN-UzlYw
802,2023-05-14,23:24:08-07:00,比特幣，周線強？弱？收回27K，完美回踩，繼續漲？,https://www.youtube.com/watch?v=8MZVzpbxqqk,8MZVzpbxqqk
803,2023-05-12,23:25:26-07:00,比特幣，空頭陷阱？！收回前低，何時做多？ETH也做多？,https://www.youtube.com/watch?v=ie5_ueZwIFM,ie5_ueZwIFM
804,2023-05-11,22:29:51-07:00,比特幣，空頭狂歡！26500，真支撐？假支撐？跌破去哪？！,https://www.youtube.com/watch?v=LsTI8OwtcYk,LsTI8OwtcYk
805,2023-05-10,22:15:05-07:00,BTC上下洗盤！多空雙爆，意圖何在？多次出現過！,https://www.youtube.com/watch?v=S8XC917IOpg,S8XC917IOpg
806,2023-05-09,00:33:59-07:00,比特幣，做空安全？若跌到這，且收回，考慮做多！,https://www.youtube.com/watch?v=vQAF-jKUE9E,vQAF-jKUE9E
807,2023-05-06,01:50:23-07:00,ETH出貨？PEPE翻倍！BTC漲不動，見頂信號？,https://www.youtube.com/watch?v=TnmOD-76Xgo,TnmOD-76Xgo
808,2023-05-04,21:20:01-07:00,比特幣，還能新高？但小級別或有回調？又快滿月！,https://www.youtube.com/watch?v=V-ENlxyeTlg,V-ENlxyeTlg
809,2023-05-03,23:30:17-07:00,比特幣，加息日也漲！美股跌不停，BTC獨強？,https://www.youtube.com/watch?v=uishoxXtH4Y,uishoxXtH4Y
810,2023-05-02,22:17:02-07:00,BTC逆勢漲，強勢？！或許只是補缺口？,https://www.youtube.com/watch?v=Fi9SyyD07ps,Fi9SyyD07ps
811,2023-05-02,01:20:15-07:00,比特幣，周線強弱？多頭格局？空頭格局？看前低！,https://www.youtube.com/watch?v=FMvEhgGUljU,FMvEhgGUljU
812,2023-04-27,22:57:39-07:00,比特幣，30000還上來嗎？類似行情，之前出現過？,https://www.youtube.com/watch?v=dx9LdwVLl98,dx9LdwVLl98
813,2023-04-27,00:00:17-07:00,BTC上下$3000，激蕩畫門！上下投遞，多空雙賺，Why？,https://www.youtube.com/watch?v=DyhgbqemQ2Y,DyhgbqemQ2Y
814,2023-04-26,00:38:44-07:00,BTC強力反彈！上車做多？還是照計劃做空！？,https://www.youtube.com/watch?v=vKqyfBBDELY,vKqyfBBDELY
815,2023-04-25,01:30:32-07:00,BTC周線頹勢！反彈或為做空機會，但問題是有沒有反彈…,https://www.youtube.com/watch?v=7ittE9-9Gx8,7ittE9-9Gx8
816,2023-04-22,00:38:45-07:00,BTC跌不停！毫無反彈，怎麼交易？就這麼一直跌？,https://www.youtube.com/watch?v=HUX6ocU824A,HUX6ocU824A
817,2023-04-21,00:35:37-07:00,BTC假突破！日線跌回，抄底需謹慎！反彈空？,https://www.youtube.com/watch?v=3Z5Ljt-h_II,3Z5Ljt-h_II
818,2023-04-19,22:52:41-07:00,BTC如期下跌！做空明智嗎？ETH頹勢初現，等回抽到這！,https://www.youtube.com/watch?v=XHwg2_SL1BM,XHwg2_SL1BM
819,2023-04-18,20:11:20-07:00,比特幣，如期上漲！漲到哪？一片向好，但隱憂漸現！BTC\ETH\ARB,https://www.youtube.com/watch?v=bJ9_237ylvc,bJ9_237ylvc
820,2023-04-17,22:38:09-07:00,BTC周線信號！站穩則趨勢延續，若跌回則空！,https://www.youtube.com/watch?v=EY_NiX-X_hs,EY_NiX-X_hs
821,2023-04-14,21:05:07-07:00,BTC技術性回調？ETH前高之上，依然看漲？ARB等山寨有機會？！,https://www.youtube.com/watch?v=AmeYXg7hHf8,AmeYXg7hHf8
822,2023-04-13,21:48:49-07:00,BTC再漲，ETH突破！ARB歷史新高，清晰計劃！,https://www.youtube.com/watch?v=wxLHFGzM6xg,wxLHFGzM6xg
823,2023-04-13,01:42:21-07:00,比特幣，最重要周線！清晰盤整區，簡單的交易！,https://www.youtube.com/watch?v=AE8O7GNiAj8,AE8O7GNiAj8
824,2023-04-11,03:26:41-07:00,BTC三萬！為何暴漲？資金進來了？繼續漲？,https://www.youtube.com/watch?v=L-5JNOyTW-o,L-5JNOyTW-o
825,2023-04-07,01:42:22-07:00,BTC緩跌！狗狗幣Doge大戶出貨！價格波動不大，空頭熱情不小……,https://www.youtube.com/watch?v=3s8ycA7_L30,3s8ycA7_L30
826,2023-04-05,23:26:49-07:00,比特幣，蓄勢待……？！兩種暴漲可能，不妨先看看！,https://www.youtube.com/watch?v=IHAGd7wq5m4,IHAGd7wq5m4
827,2023-04-04,23:42:28-07:00,BTC去新高？再測阻力線！ETH暴漲，山寨幣跟上？,https://www.youtube.com/watch?v=U9Qo6ikvD0c,U9Qo6ikvD0c
828,2023-04-04,00:04:35-07:00,BTC吸籌或派發？周線分析！DOGE大暴漲，追不追？！,https://www.youtube.com/watch?v=1ruOJkOI1MQ,1ruOJkOI1MQ
829,2023-04-01,00:52:47-07:00,比特幣，第四次挑戰！強勢反彈，等新高？周線重要！,https://www.youtube.com/watch?v=ytViqXpQs8A,ytViqXpQs8A
830,2023-03-31,00:14:18-07:00,BTC順暢下跌！上升趨勢完結？上下插針的背後邏輯！,https://www.youtube.com/watch?v=gEUc16k63XU,gEUc16k63XU
831,2023-03-29,23:20:34-07:00,BTC上29000！多空交戰，假突破？不可忽視！,https://www.youtube.com/watch?v=_d3sEn83NAg,_d3sEn83NAg
832,2023-03-28,22:34:43-07:00,BTC如期反彈！追空，沒有好下場！接下來……？,https://www.youtube.com/watch?v=3RnubKscx1I,3RnubKscx1I
833,2023-03-27,23:18:31-07:00,BTC見頂形態？💎鑽石跌破，獵殺多頭止損！多空之間……,https://www.youtube.com/watch?v=tFGJGEzX6t0,tFGJGEzX6t0
834,2023-03-25,01:00:18-07:00,BTC上次也這樣！若上下顛倒，你看到什麼？,https://www.youtube.com/watch?v=hxMFSito0n4,hxMFSito0n4
835,2023-03-24,02:52:35-07:00,比特幣，暴漲又暴跌！短線完美時機，風高浪大好打漁！,https://www.youtube.com/watch?v=8YJQXh9sjF8,8YJQXh9sjF8
836,2023-03-22,20:59:50-07:00,比特幣，加息日暴跌！如期沖高、如期回落，接下來……？,https://www.youtube.com/watch?v=1SFb6c2LtO4,1SFb6c2LtO4
837,2023-03-21,20:12:43-07:00,比特幣，加息日破前高？做空不安全？小心消息日的獵殺止損！,https://www.youtube.com/watch?v=5gqGt5isSBg,5gqGt5isSBg
838,2023-03-20,21:21:47-07:00,BTC，28500！若站穩這條線，狂牛重回！但新月臨近……,https://www.youtube.com/watch?v=EnyLwYVEXuE,EnyLwYVEXuE
839,2023-03-18,00:21:26-07:00,比特幣27000，突破盤整區！回踩？繼續漲？BTC.D預告山寨季？,https://www.youtube.com/watch?v=7kRsxcJMHsA,7kRsxcJMHsA
840,2023-03-16,22:11:22-07:00,比特幣，再破25200！掛單空頭，直接拉爆！追個多？,https://www.youtube.com/watch?v=U5Y-RfPxKGo,U5Y-RfPxKGo
841,2023-03-15,20:45:04-07:00,BTC沒強勢了？還往上嗎？25K的缺口要留心！,https://www.youtube.com/watch?v=gBX0Z8eKtyw,gBX0Z8eKtyw
842,2023-03-14,20:48:16-07:00,BTC上兩萬六，卻沖高回落了！日線假突破，平台調整浪？做多？做空？,https://www.youtube.com/watch?v=G1EOOS1vNb8,G1EOOS1vNb8
843,2023-03-13,19:25:37-07:00,BTC暴漲4500！這麼強勢，還會跌？這B浪反彈，開眼界了吧！,https://www.youtube.com/watch?v=lv2S0-m0EQ4,lv2S0-m0EQ4
844,2023-03-13,00:05:51-07:00,BTC超強周線！去新高？或B浪反彈？銀行不倒閉了？USDC不暴雷了？,https://www.youtube.com/watch?v=7Yoz7VFBAAM,7Yoz7VFBAAM
845,2023-03-10,21:14:34-08:00,比特幣，跌到位了？B浪反彈開始了？銀行倒閉，USDC脫鉤，但卻反彈了！,https://www.youtube.com/watch?v=lIAfGifWnh4,lIAfGifWnh4
846,2023-03-10,00:07:43-08:00,比特幣，又下20000！一點反彈都沒有？去18000？,https://www.youtube.com/watch?v=HWjohhUJI9s,HWjohhUJI9s
847,2023-03-08,22:40:44-08:00,比特幣，下跌A浪的尾巴？等B浪反彈？最好跌破前低？,https://www.youtube.com/watch?v=NW2Nfu_t5TU,NW2Nfu_t5TU
848,2023-03-07,23:35:21-08:00,BTC空頭累積，做空有點擠！DXY站穩前高？小心跌破！,https://www.youtube.com/watch?v=Ab6_awExxsI,Ab6_awExxsI
849,2023-03-06,23:52:48-08:00,比特幣，下跌過程中的上升旗形？好消息是：多頭和空頭都沒虧錢！,https://www.youtube.com/watch?v=YfIgmoCn_p0,YfIgmoCn_p0
850,2023-03-04,00:33:12-08:00,BTC，有人賣現貨？美股漲，幣仍跌，懷疑有問題！,https://www.youtube.com/watch?v=J9Jgx7-0sf4,J9Jgx7-0sf4
851,2023-03-02,23:00:33-08:00,BTC暴跌原因？又可以抄底了？ETH掉頭向下，分毫不差！,https://www.youtube.com/watch?v=uYrFmhu2K18,uYrFmhu2K18
852,2023-02-28,19:36:14-08:00,比特幣，空頭小心！BTC盤整區的小反彈！,https://www.youtube.com/watch?v=XuxBIh4YsG8,XuxBIh4YsG8
853,2023-02-27,23:59:07-08:00,比特幣，這就反彈完了？！以為春天到了？可能冬天沒走,https://www.youtube.com/watch?v=2LObZVukB9s,2LObZVukB9s
854,2023-02-26,20:54:25-08:00,BTC週末反轉！日線POC，點到為止！B浪反彈？,https://www.youtube.com/watch?v=t71hqW3kZIM,t71hqW3kZIM
855,2023-02-24,22:56:08-08:00,BTC下跌A浪，做個反彈多？C浪跌到19K？小心新月！,https://www.youtube.com/watch?v=HgI39JSX0cA,HgI39JSX0cA
856,2023-02-23,22:45:59-08:00,比特幣，反彈結束，重回盤整！BTC、ETH今日分析！,https://www.youtube.com/watch?v=qYUui0UIEe0,qYUui0UIEe0
857,2023-02-22,20:25:08-08:00,比特幣，空頭踩扁！B浪反彈？或去新高？BTC、ETH分析！,https://www.youtube.com/watch?v=KjJR3Xzlkg0,KjJR3Xzlkg0
858,2023-02-21,19:54:43-08:00,BTC確認假突破！但……小心更假的動作！追空安全？,https://www.youtube.com/watch?v=zB21kuDT1LE,zB21kuDT1LE
859,2023-02-20,23:17:32-08:00,比特幣，全民等突破！去29000？新月時間，兩手準備！,https://www.youtube.com/watch?v=xoX27uY_MnY,xoX27uY_MnY
860,2023-02-17,21:36:58-08:00,比特幣，V形反轉！跌不下去？再測25200？下週精彩！,https://www.youtube.com/watch?v=yOSw243ZuY4,yOSw243ZuY4
861,2023-02-16,22:52:05-08:00,比特幣又回調，快上車？五浪見頂，快逃？本期重要！,https://www.youtube.com/watch?v=tBB9VzAbF18,tBB9VzAbF18
862,2023-02-15,20:02:31-08:00,比特幣，你要的回調，它走了！問題是：它走去哪？,https://www.youtube.com/watch?v=Vx9-miW106g,Vx9-miW106g
863,2023-02-15,01:03:00-08:00,比特幣，看漲吞沒，所以做多？別急著下賭注！,https://www.youtube.com/watch?v=vgyx7aQhD78,vgyx7aQhD78
864,2023-02-14,00:21:50-08:00,CPI日前，仍未跌破？！BTC即將反彈？除非突破這條線！,https://www.youtube.com/watch?v=vF_bf8ZOlSQ,vF_bf8ZOlSQ
865,2023-02-11,01:31:35-08:00,比特幣，撐不住就去18K？BTC、ETH，江恩時間，下個變盤點！,https://www.youtube.com/watch?v=Wgb7O9RzoVo,Wgb7O9RzoVo
866,2023-02-09,23:18:49-08:00,比特幣順破！說好的回調，它來了，你買嗎？,https://www.youtube.com/watch?v=61BOcWnbls0,61BOcWnbls0
867,2023-02-09,00:00:16-08:00,BTC跌破！看跌喇叭狀，沒能撐住！做空？仍有做多可能！,https://www.youtube.com/watch?v=x58pff_eKHo,x58pff_eKHo
868,2023-02-07,23:59:04-08:00,比特幣，上下洗盤！看漲吞沒，強勢確認？本月最精彩行情！,https://www.youtube.com/watch?v=5IaTKHnxCdw,5IaTKHnxCdw
869,2023-02-06,19:13:01-08:00,BTC邊緣試探！做多或做空？下個清晰交易！,https://www.youtube.com/watch?v=bhgkcvc59sY,bhgkcvc59sY
870,2023-02-03,21:16:58-08:00,回調來了？跌到XX！美元走強，美股走弱，BTC獨善其身？,https://www.youtube.com/watch?v=tlWnWJVTWYE,tlWnWJVTWYE
871,2023-02-02,18:38:28-08:00,BTC帶不動？美股狂漲，比特幣反跌？要回調？,https://www.youtube.com/watch?v=4hAE5GIbaKo,4hAE5GIbaKo
872,2023-02-01,22:28:13-08:00,比特幣再新高！美股狂漲，牛穩了？這是條件！,https://www.youtube.com/watch?v=ciQ4gPloGVM,ciQ4gPloGVM
873,2023-01-31,20:55:57-08:00,比特幣，2023第一次加息！小心你的止損！,https://www.youtube.com/watch?v=WeuR3L0Po68,WeuR3L0Po68
874,2023-01-30,18:30:56-08:00,比特幣，頂背離有效！跌到哪？99%的人沒注意到這！,https://www.youtube.com/watch?v=HExUAQwnxaM,HExUAQwnxaM
875,2023-01-27,23:37:42-08:00,比特幣，頂背離？！美股前兩次都是陷阱，這次呢？,https://www.youtube.com/watch?v=TTMvTQX-wSc,TTMvTQX-wSc
876,2023-01-26,22:33:37-08:00,重大突破！SPX破一年下降趨勢線！站穩4100，比特幣將跟漲！,https://www.youtube.com/watch?v=zdKYobu9fKc,zdKYobu9fKc
877,2023-01-25,20:06:25-08:00,BTC假突破！上下插針，方向何在？SPX多空打架，太激烈了！,https://www.youtube.com/watch?v=pIh56BMIT8I,pIh56BMIT8I
878,2023-01-25,00:11:16-08:00,比特幣，有盤整，有機會！美股受阻？拖累比特幣？,https://www.youtube.com/watch?v=PPtBPdfxAnA,PPtBPdfxAnA
879,2023-01-23,22:30:08-08:00,做多比特幣？！SPX破線！美股走出熊市？,https://www.youtube.com/watch?v=KGi-b_G8Juc,KGi-b_G8Juc
880,2023-01-20,21:38:08-08:00,比特幣，不回調，直接漲！除夕暴漲，年年如此？！,https://www.youtube.com/watch?v=Fs8vQs4KN5E,Fs8vQs4KN5E
881,2023-01-19,21:13:17-08:00,美股跌，BTC漲！是強勢買盤，還是空頭燃燒？我最留意這條線！,https://www.youtube.com/watch?v=ilqO8hhq9wg,ilqO8hhq9wg
882,2023-01-18,21:15:26-08:00,BTC，看跌楔形！真回調了，還做多嗎？,https://www.youtube.com/watch?v=Yr4YmoEowfA,Yr4YmoEowfA
883,2023-01-17,22:55:49-08:00,即將突破？還是馬上掉頭？比特幣，留意三角突破！,https://www.youtube.com/watch?v=X1IRyw-eNmw,X1IRyw-eNmw
884,2023-01-16,21:02:15-08:00,比特幣，蓄勢待發！繼續上攻 or 急轉直下？留意兩條線！,https://www.youtube.com/watch?v=IaX9Jji42Mk,IaX9Jji42Mk
885,2023-01-13,21:28:12-08:00,比特幣，重上21000！站上POC，做多？春天，萬物復蘇！,https://www.youtube.com/watch?v=Jal3nitr0YA,Jal3nitr0YA
886,2023-01-13,00:09:27-08:00,比特幣，超強日線！只是補缺口？69000以來，最重要一線！,https://www.youtube.com/watch?v=kPrTfgmc1oE,kPrTfgmc1oE
887,2023-01-11,19:42:19-08:00,比特幣，做多已晚？仍可做空？長線計劃！2023年，最重要一天！,https://www.youtube.com/watch?v=qsiczckNYX8,qsiczckNYX8
888,2023-01-10,18:25:50-08:00,比特幣，繼續反彈？盤口開始做多了！山寨暴漲，帶回牛市？,https://www.youtube.com/watch?v=7b9W9HPw7HI,7b9W9HPw7HI
889,2023-01-09,22:02:48-08:00,比特幣，反彈或反轉？以太ETH更強？我有做多計劃，但你得看完！,https://www.youtube.com/watch?v=rRs9j9fYQCI,rRs9j9fYQCI
890,2023-01-07,09:20:43-08:00,比特幣，反彈完了嗎？又感染Covid，醫生不建議吃藥,https://www.youtube.com/watch?v=wcMnI-s_p4M,wcMnI-s_p4M
891,2023-01-04,19:19:47-08:00,比特幣，還是要做空？短空，還是長空？美股方向？！,https://www.youtube.com/watch?v=Dvdw3oOyoUI,Dvdw3oOyoUI
892,2023-01-03,23:19:50-08:00,美股跌，比特幣卻漲？B浪反彈？ETH留意！,https://www.youtube.com/watch?v=cx-d9fSwj_Y,cx-d9fSwj_Y
893,2022-12-28,00:06:54-08:00,2022的比特幣，比特幣的2023，技術分析講跑題了，閒人請進！,https://www.youtube.com/watch?v=HNf-mlLByWA,HNf-mlLByWA
894,2022-12-23,23:56:43-08:00,比特幣，聖誕行情有沒有？Merry Christmas!!!,https://www.youtube.com/watch?v=hplyXVJRT4U,hplyXVJRT4U
895,2022-12-23,00:45:23-08:00,比特幣，小誘空？空頭有點急！股指ES暴跌又暴漲，Why？,https://www.youtube.com/watch?v=uSTCkcwroKU,uSTCkcwroKU
896,2022-12-21,22:13:26-08:00,美股暴漲，BTC卻不動？加倉做空？長話短說吧！,https://www.youtube.com/watch?v=KYaAIlFXhCA,KYaAIlFXhCA
897,2022-12-20,19:44:18-08:00,比特幣，反彈到哪？做多嗎，或反彈加空？,https://www.youtube.com/watch?v=dZUhteyarj0,dZUhteyarj0
898,2022-12-19,18:38:08-08:00,比特幣，C浪跌到這？收回就做多？！,https://www.youtube.com/watch?v=hvEnzWecpAA,hvEnzWecpAA
899,2022-12-16,21:23:01-08:00,比特幣，多頭全滅！做空來得及？別又錯了！,https://www.youtube.com/watch?v=_ITaGgGqIJM,_ITaGgGqIJM
900,2022-12-15,20:40:14-08:00,比特幣，跌跌不休，反彈也沒有？市場的邏輯！,https://www.youtube.com/watch?v=yP0XLxoMK2Q,yP0XLxoMK2Q
901,2022-12-14,20:48:53-08:00,比特幣，多頭陷阱？又一次！！CPI加息balabala，看這就好！,https://www.youtube.com/watch?v=1rm2VcQx2rU,1rm2VcQx2rU
902,2022-12-13,19:09:05-08:00,比特幣暴漲！美股首次突破！所以……還做空麼？,https://www.youtube.com/watch?v=bE6oEI4NMa4,bE6oEI4NMa4
903,2022-12-12,19:38:21-08:00,比特幣，再漲一些？SBF被抓，帶來波動？,https://www.youtube.com/watch?v=ZuM_tVo8id0,ZuM_tVo8id0
904,2022-12-09,19:56:58-08:00,比特幣，無人問津，所以買？別人恐慌……了嗎？,https://www.youtube.com/watch?v=R0UlT2phXAI,R0UlT2phXAI
905,2022-12-08,17:43:16-08:00,比特幣，還有一漲？！五浪、新高？這條線最重要！,https://www.youtube.com/watch?v=qgc6HPEmNoA,qgc6HPEmNoA
906,2022-12-07,19:09:34-08:00,比特幣跌破？還會有反彈？！美股在等什麼？,https://www.youtube.com/watch?v=a2M1FaNG800,a2M1FaNG800
907,2022-12-06,19:02:35-08:00,比特幣，事出有怪？美股狂跌，BTC不跌反漲，強勢信號？,https://www.youtube.com/watch?v=MUtbgdjGxUI,MUtbgdjGxUI
908,2022-12-05,17:46:29-08:00,比特幣，掉頭向下？美股頹勢初現，比特幣要做空？,https://www.youtube.com/watch?v=lLvlSgAAaWo,lLvlSgAAaWo
909,2022-12-04,21:09:39-08:00,比特幣，宏觀視角！依然做空？轉而做多？周線更新！,https://www.youtube.com/watch?v=bMGvv7Ohxhw,bMGvv7Ohxhw
910,2022-12-02,20:25:37-08:00,比特幣，下週怎麼走？美股狂暴波動，多空分歧大！,https://www.youtube.com/watch?v=Z0R_Sqt8JEM,Z0R_Sqt8JEM
911,2022-12-01,22:56:05-08:00,比特幣難漲？美股未破趨勢線，牛熊就這兩天？,https://www.youtube.com/watch?v=_2XSDRjpsGs,_2XSDRjpsGs
912,2022-11-30,20:33:22-08:00,比特幣繼續漲！不加息了？美股暴漲！熊市完結？,https://www.youtube.com/watch?v=aukpoQ7sS3E,aukpoQ7sS3E
